Date,Ticker,Open,High,Low,Close,Volume
2021-05-10,META,311.902371315404,312.130561078937,302.4564778555259,303.5876159667969,24239200
2021-05-10,MSFT,240.72473760173244,241.5499595305945,237.1263887215293,237.1839599609375,29299900
2021-05-11,AAPL,120.4927657999539,123.19531281841267,119.78053807914272,122.84408569335938,126142800
2021-05-11,AMZN,156.81399536132812,161.89999389648438,156.36849975585938,161.19549560546875,92396000
2021-05-11,GOOGL,111.23415327092532,113.0793988394498,110.78039927471382,112.57258605957033,34186000
2021-05-11,META,298.40825581482176,304.45083332141724,297.3565117661836,304.14324951171875,18920100
2021-05-11,MSFT,234.6603010402085,236.62740113121532,232.76037714863403,236.27235412597656,33641600
2021-05-12,AAPL,120.39521236408822,121.60501628867117,119.27321336720668,119.78054809570312,112172300
2021-05-12,AMZN,159.25,160.39700317382812,156.65499877929688,157.5970001220703,98728000
2021-05-12,GOOGL,110.39707540750636,111.47764498191351,108.78192267103177,109.11070251464844,46376000
2021-05-12,META,298.78528750586537,302.5854522871309,295.8681770868444,300.1942138671875,24645500
2021-05-12,MSFT,232.37654952810317,234.49718271340848,228.44236390313688,229.33474731445312,36684400
2021-05-13,AAPL,121.54648377421124,123.07825403932372,121.23427605914434,121.92698669433594,105861300
2021-05-13,AMZN,159.27349853515625,160.19200134277344,156.64999389648438,158.07350158691406,67018000
2021-05-13,GOOGL,110.39360709363976,111.0541481508422,109.43155712442402,110.53841400146484,33204000
2021-05-13,META,303.6967097732454,306.4550622284353,300.41248534825166,302.88311767578125,18079200
2021-05-13,MSFT,232.0215127667873,235.66784215247608,231.6568754357032,233.20176696777344,29624300
2021-05-14,AAPL,123.17581868284024,124.7758841676664,122.7855571745272,124.34659576416016,81918000
2021-05-14,AMZN,159.2779998779297,161.4429931640625,159.14999389648438,161.14500427246094,66500000
2021-05-14,GOOGL,112.00131096781348,113.29957888960938,111.577809256897,112.98517608642578,31996000
2021-05-14,META,307.12978931670204,314.3828679110663,306.673349284258,313.4799499511719,19245700
2021-05-14,MSFT,235.6486398477899,239.10304549849076,235.5622830009087,238.1147003173828,23901100
2021-05-17,AAPL,123.73194592296774,123.83926802992455,122.12212176223488,123.1953353881836,74244600
2021-05-17,AMZN,162.29649353027344,164.6374969482422,161.72950744628906,163.51950073242188,74478000
2021-05-17,GOOGL,112.25074645700624,113.55050506879932,111.85105006420112,113.5078582763672,21598000
2021-05-17,META,311.10856102432524,313.2219808293489,309.1538990283127,313.0036926269531,15401300
2021-05-17,MSFT,236.57940755176028,236.61778349101087,233.67194331645007,235.26480102539065,24970200
2021-05-18,AAPL,123.47825894714308,123.8977887358132,121.74160317568686,121.80989837646484,63342900
2021-05-18,AMZN,164.62899780273438,165.60000610351562,161.51849365234375,161.61399841308594,56568000
2021-05-18,GOOGL,114.17384773504614,114.43816551572112,112.18230470309192,112.1961898803711,22204000
2021-05-18,META,313.1326760167942,314.0355939964766,307.3976828099841,307.5465087890625,14522400
2021-05-18,MSFT,236.31075341180204,236.44509117389677,233.07702751284305,233.249755859375,20168000
2021-05-19,AAPL,120.16104258276611,121.87818100914645,119.86834464183288,121.6537857055664,92612000
2021-05-19,AMZN,159.75,161.7375030517578,159.1999969482422,161.58999633789062,53594000
2021-05-19,GOOGL,110.50815409240448,112.81706629241611,110.35988157512776,112.6439971923828,23684000
2021-05-19,META,301.82148235708155,312.2099608190644,301.2063147190204,311.1482849121094,19106200
2021-05-19,MSFT,230.16246611695863,233.93262388279757,229.479613808698,233.8268280029297,25739800
2021-05-20,AAPL,122.18066775166191,124.61003446523176,122.05382847219842,124.21001434326172,76857100
2021-05-20,AMZN,162.22000122070312,162.98399353027344,161.8090057373047,162.38400268554688,52664000
2021-05-20,GOOGL,113.61101419771369,114.65240260155116,113.24007940429304,114.4019775390625,32352000
2021-05-20,META,311.1383774259706,316.76424276633463,310.72166460369823,316.12921142578125,17320200
2021-05-20,MSFT,234.63470174976987,238.472175691657,234.53851835238595,237.0583648681641,21800700
2021-05-21,AAPL,124.7075732975066,124.88319058200727,122.16112639405593,122.37577056884766,79295400
2021-05-21,AMZN,162.5,162.83450317382812,159.85049438476562,160.1540069580078,82098000
2021-05-21,GOOGL,114.92067995406296,114.99407844296304,113.52669887961432,113.76622009277344,40632000
2021-05-21,META,316.8039020331024,317.4389030180048,313.3509876603318,313.7677307128906,13600900
2021-05-21,MSFT,238.10671616214,238.83766010110827,235.38489032383157,235.79844665527344,21863100
2021-05-24,AAPL,122.9416492188892,124.82465387319236,122.87335402183648,124.0051040649414,63092900
2021-05-24,AMZN,160.77499389648438,162.8975067138672,160.52499389648438,162.24949645996094,48456000
2021-05-24,GOOGL,114.79570966912144,117.3079431253656,114.65041093317832,117.08429718017578,31832000
2021-05-24,META,315.73230041612777,323.4120547384483,315.5537092244351,322.1023254394531,16445400
2021-05-24,MSFT,238.3183170668216,241.5595101055293,238.04902113207515,241.19403076171875,21411500
2021-05-25,AAPL,124.7075784829674,125.19541091008112,123.24410353248182,123.80998229980467,72009500
2021-05-25,AMZN,163.33349609375,163.99099731445312,160.68800354003906,162.95249938964844,65222000
2021-05-25,GOOGL,117.6278039964334,118.22288412982375,116.78477317689254,117.175048828125,22440000
2021-05-25,META,324.53320796495933,326.6168625616901,322.27096218906894,325.2377014160156,16437000
2021-05-25,MSFT,242.14615993513493,243.08869557539975,241.2324763784631,242.0980682373047,17704300
2021-05-26,AAPL,123.86851440973156,124.28804417802036,123.34166255348856,123.76119232177734,56575900
2021-05-26,AMZN,163.72950744628906,164.7864990234375,162.92550659179688,163.25799560546875,47680000
2021-05-26,GOOGL,117.3560548531477,118.47034990255696,117.35308107918044,118.03990936279295,21572000
2021-05-26,META,325.79333340241755,327.2617901142244,323.2830342689029,325.10870361328125,9686900
2021-05-26,MSFT,241.81915798529013,243.271448088738,241.16515782189023,241.8768768310547,17771600
2021-05-27,AAPL,123.36119642849698,124.53197352741633,122.03431174645816,122.22943878173828,94625600
2021-05-27,AMZN,162.8000030517578,163.01800537109375,161.5019989013672,161.5054931640625,51224000
2021-05-27,GOOGL,118.47331515824985,118.47331515824985,116.84725869661128,117.1656265258789,35224000
2021-05-27,META,325.44610343491735,331.1810975830294,324.2157680993238,330.1591186523437,20477700
2021-05-27,MSFT,241.5690844118336,241.86723238709067,239.72247771865463,239.7801818847656,24426200
2021-05-28,AAPL,122.51236771666936,122.73677048730885,121.51720801205188,121.57574462890624,71311100
2021-05-28,AMZN,162.10000610351562,162.39950561523438,160.98500061035156,161.15350341796875,46596000
2021-05-28,GOOGL,117.7478111847202,117.82963157956378,116.67815310319966,116.8765106201172,21482000
2021-05-28,META,328.42269355471336,330.27812809646827,325.77346998443005,326.1703796386719,12037400
2021-05-28,MSFT,241.40559779033563,242.44431686460024,240.0206390246495,240.13604736328125,18270200
2021-06-01,AAPL,122.0342995003266,122.29772171588232,120.92205913488073,121.25377655029295,67637100
2021-06-01,AMZN,162.1750030517578,162.5489959716797,160.4530029296875,160.9324951171875,48600000
2021-06-01,GOOGL,117.74880281061728,118.30768309931028,116.74906245910417,118.08303833007812,23354000
2021-06-01,META,327.579338306124,328.839469050858,324.0966889019142,326.5672912597656,11765900
2021-06-01,MSFT,241.62677701036463,241.68448117371312,237.52000751313415,237.94317626953125,23213300
2021-06-02,AAPL,121.253779962891,122.19040306312084,121.02938463288338,122.01478576660156,59278900
2021-06-02,AMZN,161.15499877929688,161.75,160.39999389648438,161.69949340820312,40290000
2021-06-02,GOOGL,118.478278661861,118.70094093106418,116.65385700275765,117.55789184570312,21158000
2021-06-02,META,327.8075307847348,329.2859193445906,324.5729047910016,326.58709716796875,11654300
2021-06-02,MSFT,238.64532119633685,239.7417445032834,236.4428474366505,237.8470458984375,19406700
2021-06-03,AAPL,121.64403199734149,121.80989069682865,120.13177164794703,120.53179168701172,76229200
2021-06-03,AMZN,160.2115020751953,160.7220001220703,159.20150756835938,159.35049438476562,47966000
2021-06-03,GOOGL,116.3250837880577,116.88495540624524,115.52122648995612,116.41682434082033,18696000
2021-06-03,META,323.2433575381614,324.83090541378255,320.9612782844265,323.5013427734375,12610800
2021-06-03,MSFT,235.8465653458153,236.92374910031265,233.71142277848813,236.31784057617188,25307700
2021-06-04,AAPL,121.04889463757117,123.0880069987406,120.83425044759343,122.82457733154295,75169300
2021-06-04,AMZN,160.60000610351562,161.0500030517578,159.9405059814453,160.31100463867188,44994000
2021-06-04,GOOGL,117.49241971560096,118.96822109902912,117.15222909034824,118.69745635986328,24458000
2021-06-04,META,323.3624685477202,329.8713885966346,322.64807340674366,327.77783203125,13289400
2021-06-04,MSFT,238.2894353899083,242.0307405997001,238.0489915726324,241.20361328125,25281100
2021-06-07,AAPL,123.09775754946514,123.24410653680496,121.7903901347652,122.83433532714844,71057600
2021-06-07,AMZN,159.8665008544922,160.39999389648438,158.61000061035156,159.90049743652344,44316000
2021-06-07,GOOGL,118.492659417895,119.2399846738455,118.07412155900928,119.13038635253906,24120000
2021-06-07,META,326.9145364253234,335.060601318784,326.3688007963861,333.959228515625,20136700
2021-06-07,MSFT,240.42458368050268,244.377480722502,240.2610836417249,244.10818481445312,23079200
2021-06-08,AAPL,123.51729447658812,125.3320116033388,123.13679155370112,123.65388488769533,74403800
2021-06-08,AMZN,161.1304931640625,163.97650146484375,160.90049743652344,163.20550537109375,68334000
2021-06-08,GOOGL,119.61190790368995,119.98432577535812,118.757466274763,118.93896484375,24240000
2021-06-08,META,334.07832199527667,335.66583948741965,329.6530276600603,331.0818176269531,14580500
2021-06-08,MSFT,245.4065828203416,246.2240976747325,242.857869534934,242.91558837890625,22455000
2021-06-09,AAPL,124.11242420165917,124.63927604647924,123.43922338156383,124.03437042236328,56877900
2021-06-09,AMZN,163.64349365234375,164.87899780273438,163.53500366210938,164.0574951171875,49110000
2021-06-09,GOOGL,119.58315669372152,119.65505695022746,118.86261049023592,119.41008758544922,17942000
2021-06-09,META,333.12577058089494,334.1775145309496,327.4304744423022,327.67852783203125,13727900
2021-06-09,MSFT,244.10819819545324,245.76245296444787,243.531141793228,243.8966064453125,17937600
2021-06-10,AAPL,123.92706803553762,125.06858426923962,122.87337162202547,123.03923034667967,71186400
2021-06-10,AMZN,164.10049438476562,167.5500030517578,164.0574951171875,167.4824981689453,69530000
2021-06-10,GOOGL,119.35949314078805,120.801576684723,119.2037824110272,120.75843048095705,25904000
2021-06-10,META,328.2143580705369,331.339824976894,325.9917789291626,329.871337890625,13240200
2021-06-10,MSFT,244.5698397151397,247.6186657190944,243.97354371278732,247.40707397460935,24563600
2021-06-11,AAPL,123.44899833208645,124.33684344114933,123.02946851727128,124.24903106689452,53522400
2021-06-11,AMZN,167.4824981689453,168.32899475097656,166.67250061035156,167.3415069580078,56348000
2021-06-11,GOOGL,120.9999507112616,121.08524430564806,119.95657214998066,120.51396942138672,21958000
2021-06-11,META,329.99039355021097,330.2384469560632,326.3688198807592,328.6806945800781,13587900
2021-06-11,MSFT,248.1284111334516,248.6092988045353,246.8011564650918,248.03225708007807,18999700
2021-06-14,AAPL,124.70756306020408,127.36132438958391,123.97582567545628,127.30278778076172,96906500
2021-06-14,AMZN,167.3415069580078,169.25,166.77499389648438,169.19349670410156,51394000
2021-06-14,GOOGL,120.61611526440988,121.4422871946966,119.90896239653654,121.4417953491211,22098000
2021-06-14,META,329.315720759796,334.19742548380253,327.24199776174,334.1477966308594,12250800
2021-06-14,MSFT,248.04184249398912,250.0134994576514,246.98388380020117,249.95579528808597,19150500
2021-06-15,AAPL,126.77593613475452,127.41986856929492,126.2393257726375,126.48323822021484,62746300
2021-06-15,AMZN,169.1999969482422,169.84950256347656,168.15550231933594,169.156494140625,48524000
2021-06-15,GOOGL,121.44623409294724,121.76906634678456,120.06366395354094,120.42418670654295,21562000
2021-06-15,META,334.3660818011608,337.2732909264785,332.4213514465813,334.1279602050781,15795200
2021-06-15,MSFT,249.84035962759825,250.0519513680748,247.83025276859735,248.4842529296875,18038900
2021-06-16,AAPL,127.19546385620482,127.70280593735949,125.331983991057,126.98081970214844,91815000
2021-06-16,AMZN,169.60000610351562,171.3175048828125,168.02650451660156,170.7624969482422,84056000
2021-06-16,GOOGL,120.5754470648677,120.88687610628575,118.4906802089692,119.78250122070312,26472000
2021-06-16,META,334.07831019373776,334.92166747666334,326.16043526357373,328.5020446777344,17232200
2021-06-16,MSFT,249.48449295997696,250.6193807060856,244.69485634370264,247.54171752929688,27220000
2021-06-17,AAPL,126.6393832290609,129.3224209462561,126.49302678487064,128.58091735839844,96721700
2021-06-17,AMZN,170.15899658203125,174.86000061035156,170.0500030517578,174.46200561523438,102730000
2021-06-17,GOOGL,119.70812862525288,121.51816583028372,119.5122454403552,120.74555206298828,25842000
2021-06-17,META,327.9166858746589,335.348386848026,327.5793368606947,333.88983154296875,17794100
2021-06-17,MSFT,246.28180801711892,251.74468467468952,246.22410384722616,250.9271697998047,27565500
2021-06-18,AAPL,127.52723008894328,128.30773825283313,127.06867335467656,127.28331756591795,108953300
2021-06-18,AMZN,173.99949645996094,175.35000610351562,173.6855010986328,174.34500122070312,104954000
2021-06-18,GOOGL,120.37212004101572,120.60618554839238,119.03120533837756,119.1264190673828,46116000
2021-06-18,META,331.92524601348964,333.53262735380366,326.43830549404345,327.0931701660156,23039500
2021-06-18,MSFT,249.70574877610207,252.2736726264324,248.85938173817627,249.5133819580078,37202200
2021-06-21,AAPL,127.12717628510836,129.18579802932504,126.06372153950792,129.07847595214844,79663300
2021-06-21,AMZN,173.8209991455078,174.10000610351562,171.6999969482422,172.697998046875,65542000
2021-06-21,GOOGL,119.51273077628596,120.99993548875224,118.91566055698492,120.81397247314452,27414000
2021-06-21,META,328.51196839114846,330.3277360767431,325.09875148397424,329.70263671875,11337500
2021-06-21,MSFT,249.8884629766057,253.44701394017824,248.06109579519787,252.59104919433597,26696100
2021-06-22,AAPL,128.912661708904,130.8151765627034,128.41507059443637,130.7176055908203,74783600
2021-06-22,AMZN,172.9029998779297,176.18899536132812,172.80450439453125,175.27200317382812,66902000
2021-06-22,GOOGL,120.75198899495656,121.39666231815684,120.07161525109758,121.32772827148438,22390000
2021-06-22,META,330.0995068553798,337.273221255067,330.0102112752948,336.39013671875,15345300
2021-06-22,MSFT,252.67766108012304,255.6303189157584,252.3698858752037,255.36102294921875,24694100
2021-06-23,AAPL,130.51268434910727,131.04929474301073,129.98582509428016,130.4443817138672,60214200
2021-06-23,AMZN,175.25,176.0500030517578,174.16000366210938,175.1909942626953,56266000
2021-06-23,GOOGL,121.09265895404788,122.08644415141389,120.83578696282714,121.12588500976562,19148000
2021-06-23,META,336.7077140585252,340.7460309516775,335.5666743971073,337.93804931640625,14817800
2021-06-23,MSFT,255.82263695358807,256.63052479177776,254.32226963251347,255.13015747070312,19518700
2021-06-24,AAPL,131.17613794325877,131.36151382298493,129.69314579268672,130.16146850585938,68711000
2021-06-24,AMZN,175.3820037841797,176.2429962158203,171.54249572753906,172.45399475097656,76640000
2021-06-24,GOOGL,121.69419186972272,122.04677701360374,121.29747683144916,121.49583435058594,21362000
2021-06-24,META,339.18824270230544,342.214482226336,339.1287123056329,340.50787353515625,12329100
2021-06-24,MSFT,255.9860489754537,257.611451146261,255.32242184767824,256.49578857421875,21446900
2021-06-25,AAPL,130.2102425761428,130.6297648884673,129.57606120699057,129.86875915527344,70783700
2021-06-25,AMZN,173.1999969482422,173.24099731445312,169.70899963378906,170.072998046875,78820000
2021-06-25,GOOGL,120.99993398696203,121.62774832820789,120.5685022175003,121.50426483154295,34594000
2021-06-25,META,339.92247698416224,341.44056268544,337.035131575858,338.71197509765625,14594400
2021-06-25,MSFT,256.05344819862387,257.03444843637993,254.63963733626937,254.88967895507807,25611100
2021-06-28,AAPL,130.16151746378011,131.95671054445958,130.10298082442537,131.49815368652344,62111300
2021-06-28,AMZN,170.8000030517578,172.39999389648438,170.67550659179688,172.1945037841797,44856000
2021-06-28,GOOGL,121.67287369057478,121.77850698140657,120.4103137257864,121.53154754638672,28526000
2021-06-28,META,339.79342231886307,355.35135280958326,339.10879259035784,352.8708190917969,29156100
2021-06-28,MSFT,256.01495201827004,258.6213546854569,255.74565612665356,258.4482421875,19590000
2021-06-29,AAPL,131.51761747124857,133.16646828417475,131.07857796707717,133.01036071777344,64556100
2021-06-29,AMZN,171.9409942626953,172.80149841308594,171.15150451660156,172.40699768066406,41968000
2021-06-29,GOOGL,121.66494274006068,122.0125716067318,120.69347211365788,121.27020263671876,23108000
2021-06-29,META,353.49592502331853,353.9622666221002,346.33214168796724,349.1500549316406,21417300
2021-06-29,MSFT,258.5925879340712,261.26632279421653,257.73662295546177,261.02587890625,19937800
2021-06-30,AAPL,132.85424351014055,134.06405473109936,132.5615455661884,133.62501525878906,63261400
2021-06-30,AMZN,172.05299377441406,173.5800018310547,171.75,172.00799560546875,48080000
2021-06-30,GOOGL,120.99448449461066,121.25483726670456,120.35973131531956,121.08870697021484,24474000
2021-06-30,META,349.42785769169,350.172017850921,344.46678996348334,345.0025634765625,15107500
2021-06-30,MSFT,260.34298777501124,260.98736086236244,259.29465610147,260.5449523925781,21656500
2021-07-01,AAPL,133.27380646927242,133.98602685703514,132.45424909031448,133.927490234375,52485800
2021-07-01,AMZN,171.73049926757812,172.85000610351562,170.4709930419922,171.64849853515625,40742000
2021-07-01,GOOGL,120.72719613594724,121.58212967815209,120.5352855601365,121.44080352783205,18110000
2021-07-01,META,344.1195206582734,351.908403307656,343.80200504587583,351.6305847167969,17137000
2021-07-01,MSFT,259.30418711896345,261.4489562947867,259.2945893260647,261.2181396484375,16725300
2021-07-02,AAPL,134.54215013282746,136.59102140885628,134.39580856478537,136.552001953125,78852600
2021-07-02,AMZN,172.58200073242188,175.58599853515625,171.8459930419922,175.5489959716797,63388000
2021-07-02,GOOGL,122.14051324667714,124.3760345221276,122.05075521661516,124.2307357788086,25982000
2021-07-02,META,352.3350813174818,353.66464400562825,349.87438050780213,351.9382019042969,11521300
2021-07-02,MSFT,262.3915341487316,267.3735229640247,262.0837590204918,267.0368957519531,26458000
2021-07-06,AAPL,136.65926878574828,139.66425694043204,136.65926878574828,138.56178283691406,108181800
2021-07-06,AMZN,176.5054931640625,184.2740020751953,176.4499969482422,183.78700256347656,134896000
2021-07-06,GOOGL,124.61853639495152,125.3916495458416,123.56127270190932,125.15560150146484,26404000
2021-07-06,META,353.7241473646603,355.9963249803974,346.46113656672946,350.0331115722656,13488500
2021-07-06,MSFT,267.4024220376937,268.69119759373734,263.8149891119284,267.04656982421875,31565600
2021-07-07,AAPL,140.0447648918188,141.36189806872017,139.18620319634806,141.04969787597656,104911600
2021-07-07,AMZN,185.86900329589844,186.7100067138672,183.94549560546875,184.82899475097656,106562000
2021-07-07,GOOGL,126.11962731057842,126.240621316996,125.1188956447412,125.43726348876952,24060000
2021-07-07,META,352.49383434528966,353.7142377672384,347.2747808070036,347.7609558105469,14218900
2021-07-07,MSFT,268.7200270839339,269.960725504487,266.5560325451121,269.2297668457031,23260000
2021-07-08,AAPL,138.13252320539087,140.55213093920304,137.24467816832615,139.75210571289062,105575500
2021-07-08,AMZN,182.1779937744141,187.9994964599609,181.05599975585935,186.57049560546875,103612000
2021-07-08,GOOGL,123.0093289727932,124.56595957690324,123.005363941043,124.01898193359376,23790000
2021-07-08,META,343.03801220730537,345.61774329354535,339.8926818328373,342.9586181640625,14406500
2021-07-08,MSFT,266.31562334882244,268.07568890593086,264.3632203072105,266.8157653808594,24618600
2021-07-09,AAPL,139.27401905419063,142.1033977245654,139.17644811221814,141.57655334472656,99890800
2021-07-09,AMZN,186.12600708007807,187.3999938964844,184.6699981689453,185.9669952392578,74964000
2021-07-09,GOOGL,124.00014669515204,124.70382636334314,123.53052498165192,124.4896011352539,18632000
2021-07-09,META,342.631232536322,347.979248483668,342.58160368473915,347.6915283203125,13018700
2021-07-09,MSFT,265.1807143722743,267.4216381390511,264.7960100826157,267.3158569335937,23916700
2021-07-12,AAPL,142.64976728517905,142.7570893612842,140.49357462424308,140.9813995361328,76299700
2021-07-12,AMZN,187.1999969482422,187.864501953125,184.8394927978516,185.9275054931641,51432000
2021-07-12,GOOGL,125.14368334235166,126.0278778164032,124.58132987577834,125.93464660644533,17668000
2021-07-12,META,348.4952519836882,351.43219625308654,346.9176357291139,350.41021728515625,10018600
2021-07-12,MSFT,268.4891758346326,269.0758446344741,266.0077793129093,266.7195129394531,18931700
2021-07-13,AAPL,140.52287651879445,143.8693639556699,140.1326224508896,142.0936737060547,100827100
2021-07-13,AMZN,185.10499572753903,188.6540069580078,183.5659942626953,183.8679962158203,76918000
2021-07-13,GOOGL,125.99712795199184,127.00777214039664,125.63611333534344,126.29764556884766,19240000
2021-07-13,META,348.7630778385036,355.6986411619793,346.0840890261971,349.3484802246094,11456000
2021-07-13,MSFT,266.91183033818885,272.03810834879346,266.7868242229715,270.2395935058594,26120100
2021-07-14,AAPL,144.49378305932458,145.92798987044893,144.08399692422722,145.51820373535156,127050800
2021-07-14,AMZN,185.4425048828125,185.88299560546875,183.04150390625,184.08399963378903,65932000
2021-07-14,GOOGL,126.90910920406252,128.26639872838476,126.86596299550445,127.18582153320312,23742000
2021-07-14,META,351.79925073751554,352.4342819743491,344.03023159160176,344.9232177734375,13894200
2021-07-14,MSFT,271.55732455253013,272.817248138477,269.8261110020036,271.7112121582031,23113700
2021-07-15,AAPL,145.6060054508676,146.34749406137323,143.50834910364574,144.864501953125,106820300
2021-07-15,AMZN,184.7100067138672,184.7700042724609,181.04600524902344,181.55999755859372,63706000
2021-07-15,GOOGL,127.59444929137344,127.64502615274154,125.49281574408224,125.96392059326172,24218000
2021-07-15,META,346.5107713852772,346.5107713852772,337.57091703181555,341.77789306640625,14781600
2021-07-15,MSFT,271.22064297039645,271.7111577808716,269.1335775905223,270.2877197265625,22604200
2021-07-16,AAPL,144.84502714125577,146.11336042052585,142.3278479795718,142.82542419433594,93251400
2021-07-16,AMZN,181.66549682617188,182.3029937744141,178.5229949951172,178.68150329589844,80874000
2021-07-16,GOOGL,126.61651932695658,126.7638005858177,125.11939443436252,125.92919921875,20424000
2021-07-16,META,342.2244021364838,343.29597951923523,337.491554086067,338.50360107421875,11026100
2021-07-16,MSFT,271.28801379910107,273.24041682866897,268.7777645604806,270.0184631347656,26186800
2021-07-19,AAPL,140.24968646910114,140.56190161268026,138.2203326975493,138.98133850097656,121434600
2021-07-19,AMZN,176.62899780273438,177.510498046875,174.95799255371094,177.47950744628906,75692000
2021-07-19,GOOGL,125.05590815567552,125.170462760917,122.49259090531656,123.55680084228516,27968000
2021-07-19,META,334.94152251311635,337.1442377209551,331.93511678295374,334.32635498046875,14372300
2021-07-19,MSFT,268.2679481392744,269.6529067683761,263.9592140496688,266.4213562011719,32935600
2021-07-20,AAPL,139.96677643113202,143.51814236544809,139.47895135835654,142.5912628173828,96350000
2021-07-20,AMZN,178.36599731445312,179.60000610351562,175.89999389648438,178.6595001220703,65114000
2021-07-20,GOOGL,124.49852570882304,126.0016057985081,123.3311794114217,125.17494201660156,26312000
2021-07-20,META,336.16194824446416,340.77576560791334,331.8954419693958,338.99969482421875,11024300
2021-07-20,MSFT,267.40248963801645,270.23011246945754,265.7001572603384,268.6431884765625,26259700
2021-07-21,AAPL,141.98635160042446,142.57174758950413,141.10827250404336,141.85951232910156,74993500
2021-07-21,AMZN,178.81900024414062,179.32249450683594,177.1820068359375,179.25999450683594,46380000
2021-07-21,GOOGL,125.09955486427576,126.55006794062126,124.99045595333612,126.50345611572266,20746000
2021-07-21,META,338.84093751886803,343.82183878893244,338.59288412390543,343.5341186523437,9279700
2021-07-21,MSFT,268.23911651623393,270.75896302355244,266.69067242244347,270.6435546875,24364300
2021-07-22,AAPL,142.3863736933565,144.59133749363102,142.25953442025497,143.22543334960938,77338200
2021-07-22,AMZN,179.3614959716797,182.00100708007807,179.11349487304688,181.9015045166016,65308000
2021-07-22,GOOGL,126.79602416530378,127.4297860202273,126.4538510284207,127.36878204345705,14302000
2021-07-22,META,343.9806423586199,348.80281674381297,342.522086990995,348.4555358886719,12385400
2021-07-22,MSFT,272.99029182453523,275.4716884823561,272.58636264371466,275.202392578125,23384100
2021-07-23,AAPL,143.9571344380385,145.09864294509043,143.3424702853048,144.94253540039062,71447400
2021-07-23,AMZN,182.0,183.3054962158203,181.1020050048828,182.83200073242188,48726000
2021-07-23,GOOGL,129.36131958948965,132.3054917449223,128.73649417322727,131.9246368408203,41506000
2021-07-23,META,358.0998432345484,372.4075475574417,354.4088071301203,366.9107055664063,33694300
2021-07-23,MSFT,276.38534199654606,278.9051883924715,275.5486022461029,278.5974426269531,22768100
2021-07-26,AAPL,144.65963709619385,146.18164879238583,144.1035094217646,145.3621063232422,72434100
2021-07-26,AMZN,183.6584930419922,185.60400390625,182.3625030517578,184.99099731445312,58002000
2021-07-26,GOOGL,132.235558291507,133.13660404528258,131.21696903902344,132.93626403808594,30572000
2021-07-26,META,366.7022651435408,371.52443867186565,365.3528692695776,369.5598449707031,14925200
2021-07-26,MSFT,277.95311315206845,278.6167405799972,275.68333711241416,278.0011901855469,23176100
